"offense","year","Latitude","Longitude"
"Homicide",2000,38.8418007,-76.9921036
"Homicide",2000,38.846199,-76.9784012
"Homicide",2000,38.9247017,-77.0297012
"Homicide",2000,38.8935013,-76.9835968
"Homicide",2000,38.9103012,-77.0106964
"Homicide",2000,38.914299,-77.0197983
"Homicide",2000,38.9277,-77.030098
"Homicide",2000,38.8406982,-76.9884033
"Homicide",2000,38.9210014,-77.0419998
"Homicide",2000,38.9673004,-77.0242004
"Homicide",2000,38.9210014,-77.0419998
"Homicide",2000,38.9020996,-76.9829025
"Homicide",2000,38.8900986,-76.9514999
"Homicide",2000,38.9612999,-77.0198975
"Homicide",2000,38.9131012,-76.9866028
"Homicide",2000,38.9131012,-76.9866028
"Homicide",2000,38.8759003,-76.9357986
"Homicide",2000,38.8312988,-77.0056
"Homicide",2000,38.8552017,-76.9887009
"Homicide",2000,38.8899002,-76.9552002
"Homicide",2000,38.884201,-76.9854965
"Homicide",2000,38.9155998,-77.0100021
"Homicide",2000,38.8544998,-76.9704971
"Homicide",2000,38.9672012,-77.0229034
"Homicide",2000,38.9376984,-77.0235977
"Homicide",2000,38.9436989,-77.0065994
"Homicide",2000,38.8672981,-76.9905014
"Homicide",2000,38.9314003,-77.0217972
"Homicide",2000,38.8653984,-76.9784012
"Homicide",2000,38.9313011,-77.0355988
"Homicide",2000,38.8419991,-76.9876022
"Homicide",2000,38.8847008,-76.9251022
"Homicide",2000,38.8764,-76.9327011
"Homicide",2000,38.9296989,-76.9906998
"Homicide",2000,38.9342995,-76.9682999
"Homicide",2000,38.9323006,-77.0221024
"Homicide",2000,38.8894997,-76.9821014
"Homicide",2000,38.921299,-77.0723038
"Homicide",2000,38.9135017,-77.0151978
"Homicide",2000,38.9327011,-77.0229034
"Homicide",2000,38.9034004,-76.9914017
"Homicide",2000,38.9341011,-76.9812012
"Homicide",2000,38.9155998,-77.0034027
"Homicide",2000,38.9341011,-76.9812012
"Homicide",2000,38.8652,-76.9521027
"Homicide",2000,38.902401,-76.9910965
"Homicide",2000,38.902401,-76.9910965
"Homicide",2000,38.8376007,-76.9891968
"Homicide",2000,38.902401,-76.9910965
"Homicide",2000,38.8824005,-76.9393997
"Homicide",2000,38.9528999,-77.0074005
"Homicide",2000,38.8944016,-76.9162979
"Homicide",2000,38.9076996,-77.0716019
"Homicide",2000,38.9015007,-76.9775009
"Homicide",2000,38.9399986,-77.0298004
"Homicide",2000,38.9338989,-77.030899
"Homicide",2000,38.9422989,-77.0139999
"Homicide",2000,38.8931007,-76.924202
"Homicide",2000,38.8959999,-76.9805984
"Homicide",2000,38.8470993,-76.972702
"Homicide",2000,38.8802986,-76.9610977
"Homicide",2000,38.8821983,-76.9335022
"Homicide",2000,38.8623009,-76.9709015
"Homicide",2000,38.9014015,-76.9297028
"Homicide",2000,38.9014015,-76.9297028
"Homicide",2000,38.8833008,-76.9253006
"Homicide",2000,38.9126015,-77.0261002
"Homicide",2000,38.823101,-77.004303
"Homicide",2000,38.9547997,-77.0114975
"Homicide",2000,38.8997002,-77.0218964
"Homicide",2000,38.8316002,-76.9897003
"Homicide",2000,38.9224014,-76.9922028
"Homicide",2000,38.9221001,-76.9936981
"Homicide",2000,38.9305,-77.036499
"Homicide",2000,38.8974991,-76.9427032
"Homicide",2000,38.9278984,-77.032402
"Homicide",2000,38.9199982,-76.9832993
"Homicide",2000,38.8566017,-76.9719009
"Homicide",2000,38.9147987,-77.0319977
"Homicide",2000,38.8908005,-76.9138031
"Homicide",2000,38.8588982,-76.9870987
"Homicide",2000,38.8795013,-76.9896011
"Homicide",2000,38.8418007,-76.9921036
"Homicide",2000,38.8875008,-76.9524002
"Homicide",2000,38.9555016,-77.0199966
"Homicide",2000,38.9655991,-77.0199966
"Homicide",2000,38.9524994,-77.0697021
"Homicide",2000,38.8837013,-76.9287033
"Homicide",2000,38.8785019,-76.9915009
"Homicide",2000,38.8988991,-77.0072021
"Homicide",2000,38.9351006,-77.0286026
"Homicide",2000,38.9011993,-76.973999
"Homicide",2000,38.9123993,-76.9377975
"Homicide",2000,38.9415016,-77.0141983
"Homicide",2000,38.9054985,-76.9759979
"Homicide",2000,38.8983994,-76.9393005
"Homicide",2000,38.8658981,-76.9751968
"Homicide",2000,38.8765984,-76.9327011
"Homicide",2000,38.8543015,-76.9896011
"Homicide",2000,38.9061012,-77.0297012
"Homicide",2000,38.8292999,-76.9949036
"Homicide",2000,38.9757004,-77.0230026
"Homicide",2000,38.9314003,-76.966301
"Homicide",2000,38.9389,-77.0327988
"Homicide",2000,38.8899002,-76.9789963
"Homicide",2000,38.8899002,-76.9789963
"Homicide",2000,38.9328995,-77.0221024
"Homicide",2000,38.9364014,-77.0212021
"Homicide",2000,38.9006004,-76.9365005
"Homicide",2000,38.9245987,-77.0007019
"Homicide",2000,38.8330994,-77.0057983
"Homicide",2000,38.8268013,-76.9943008
"Homicide",2000,38.9017982,-76.9255981
"Homicide",2000,38.8340988,-76.9919968
"Homicide",2000,38.9655991,-77.0215988
"Homicide",2000,38.9655991,-77.0215988
"Homicide",2000,38.8961983,-76.9787979
"Homicide",2000,38.9179993,-77.0054016
"Homicide",2000,38.8406982,-77.0026016
"Homicide",2000,38.8409996,-76.9917984
"Homicide",2000,38.9221001,-76.9881973
"Homicide",2000,38.9141006,-77.0261002
