offense,year,Latitude,Longitude
Homicide,2002,38.9098015,-77.0072021
Homicide,2002,38.8825989,-76.9344025
Homicide,2002,38.9224014,-77.0344009
Homicide,2002,38.9031982,-76.973999
Homicide,2002,38.8454018,-76.9796982
Homicide,2002,38.9084015,-77.0058975
Homicide,2002,38.9001999,-76.9962997
Homicide,2002,38.9089012,-77.0046005
Homicide,2002,38.8987007,-76.927002
Homicide,2002,38.8955994,-76.9197998
Homicide,2002,38.9497986,-77.0194016
Homicide,2002,38.8602982,-76.985199
Homicide,2002,38.9272995,-77.0736008
Homicide,2002,38.9500008,-77.0217972
Homicide,2002,38.9342995,-76.9636002
Homicide,2002,38.8445015,-76.9974976
Homicide,2002,38.9067001,-76.9777985
Homicide,2002,38.9040985,-76.989502
Homicide,2002,38.8844986,-76.9287033
Homicide,2002,38.9166985,-77.0175018
Homicide,2002,38.8834,-76.9421997
Homicide,2002,38.8786011,-76.9300003
Homicide,2002,38.9053001,-77.0103989
Homicide,2002,38.8529015,-76.9638977
Homicide,2002,38.9561005,-77.0253983
Homicide,2002,38.8320007,-76.9916992
Homicide,2002,38.9056015,-77.0270996
Homicide,2002,38.9333,-77.0317001
Homicide,2002,38.9333,-77.0317001
Homicide,2002,38.9029007,-76.978302
Homicide,2002,38.9132996,-76.985199
Homicide,2002,38.9257011,-76.9924011
Homicide,2002,38.9257011,-76.9924011
Homicide,2002,38.9101982,-76.9979019
Homicide,2002,38.8933983,-76.9760971
Homicide,2002,38.9179993,-76.9705963
Homicide,2002,38.8594017,-76.9975967
Homicide,2002,38.9146004,-77.0192032
Homicide,2002,38.8936005,-76.9820023
Homicide,2002,38.9096985,-76.9852982
Homicide,2002,38.9071007,-76.9356003
Homicide,2002,38.9071007,-76.9356003
Homicide,2002,38.9500999,-76.9977036
Homicide,2002,38.9331017,-77.0241013
Homicide,2002,38.9331017,-77.0241013
Homicide,2002,38.8284988,-77.0011978
Homicide,2002,38.8797989,-76.9888
Homicide,2002,38.8963013,-76.9589005
Homicide,2002,38.8782997,-77.0137024
Homicide,2002,38.8782997,-77.0137024
Homicide,2002,38.9049988,-77.0295029
Homicide,2002,38.8535004,-76.9853973
Homicide,2002,38.968399,-77.0360031
Homicide,2002,38.8644981,-76.982399
Homicide,2002,38.8908005,-76.9148026
Homicide,2002,38.8708992,-76.9770966
Homicide,2002,38.9614983,-77.0326996
Homicide,2002,38.8426018,-76.9852982
Homicide,2002,38.9093018,-76.9841995
Homicide,2002,38.9314003,-76.9951019
Homicide,2002,38.9045982,-77.0103989
Homicide,2002,38.9454002,-76.9899979
Homicide,2002,38.9129982,-76.9375992
Homicide,2002,38.8311996,-76.9983978
Homicide,2002,38.8785019,-77.0019989
Homicide,2002,38.8921013,-76.9459
Homicide,2002,38.8507996,-76.9694977
Homicide,2002,38.8426018,-76.9921036
Homicide,2002,38.9168015,-77.0310974
Homicide,2002,38.9348984,-77.0212021
Homicide,2002,38.9348984,-77.0212021
Homicide,2002,38.8917999,-76.9224014
Homicide,2002,38.8917999,-76.9224014
Homicide,2002,38.9398994,-77.0152969
Homicide,2002,38.8480988,-76.9709015
Homicide,2002,38.9118996,-76.936203
Homicide,2002,38.8796997,-76.9406967
Homicide,2002,38.928299,-77.0294037
Homicide,2002,38.8815994,-76.9240036
Homicide,2002,38.8670006,-76.9794998
Homicide,2002,38.8647995,-76.9792023
Homicide,2002,38.9290009,-77.0205994
Homicide,2002,38.9510994,-77.0533981
Homicide,2002,38.9258995,-77.0053024
Homicide,2002,38.9258995,-77.0053024
Homicide,2002,38.9258995,-77.0053024
