"cluster","year","assaultrate","robrate","homrate"
8,2000,24.8577070507608,37.4027180857242,0.464630038331978
8,2001,19.7713118265397,36.2474050153228,0.439362485034215
8,2002,19.8974914576215,23.9603300275023,1.25010417534795
8,2003,22.3888729282863,22.3888729282863,0.990658094171958
8,2004,15.2983171851096,16.5259599221863,0.566604340189246
8,2005,14.6150029320222,15.0660832694303,0.541296404889711
8,2006,16.1490897785761,18.1353414625721,0.259076306608173
8,2007,13.6649357748019,17.2261008555078,0.579724548021897
8,2008,10.89913920667,18.7751595093001,0.716001845693647
8,2009,8.34296473757932,17.3747981232156,0.0765409608952231
8,2010,6.85840707964602,18.2890855457227,0.221238938053097
8,2011,7.59587020648968,17.7728613569322,0.0737463126843658
8,2012,7.30088495575221,16.5929203539823,0
8,2013,7.22713864306785,12.6843657817109,0.221238938053097
8,2014,6.41592920353982,10.7669616519174,0.0737463126843658
29,2000,8.0033698399326,3.7910699241786,0.8424599831508
29,2001,7.97950527067322,5.87963546260132,0
29,2002,8.37450799765514,5.8621555983586,2.09362699941378
29,2003,9.1846532793387,4.59232663966935,2.08742119984971
29,2004,6.66000666000666,4.99500499500499,0.832500832500833
29,2005,14.525835235526,8.30047727744345,0.830047727744345
29,2006,6.62087229992552,3.7242406687081,1.65521807498138
29,2007,6.18888476296571,3.30073854024838,0.825184635062095
29,2008,7.40496955734737,9.46190554549942,0
29,2009,7.79359284630215,7.38340374912835,1.23056729152139
29,2010,4.49897750511247,6.95296523517382,0.408997955010225
29,2011,3.2719836400818,4.08997955010225,0.81799591002045
29,2012,7.77096114519427,3.2719836400818,1.6359918200409
29,2013,6.5439672801636,14.7239263803681,0
29,2014,17.1779141104294,7.77096114519427,0.81799591002045
