"cluster","violent2000","violent2001","violent2002","violent2003","violent2004","violent2005","violent2006","violent2007","violent2008","violent2009","violent2010","violent2011","violent2012","violent2013","violent2014","pctchange14","rawchange14"
11,5.71973307912297,6.00228837244199,4.33771411695216,3.72463162484784,3.75657400450789,3.61138025191579,3.81758867217325,3.41932946949103,3.4538531522728,3.40435425212149,3.84741322855272,2.70137524557957,2.70137524557957,1.55533726260642,2.45579567779961,-0.570645055664702,-3.26393740132337
12,1.00314318197017,1.59864647931418,1.39327512539476,0.793016170921419,0.526599876249029,0.983509818706357,0.979675009143633,0.780695990475509,0.518450351898176,0.968347933868292,0.836012861736334,0.321543408360129,0.257234726688103,0.771704180064309,0.385852090032154,-0.61535691318328,-0.617291091938019
13,0.53453068206115,0.909431337933986,0.535389227968733,0.267909767990141,0.321750321750322,0.483014007406215,0.59082608228596,0.698812019566737,0.268990746718313,0.484574382167663,0.377195818514926,0.269425584653519,0.43108093544563,0.269425584653519,0.107770233861407,-0.798383446492079,-0.426760448199743
14,2.96176628971459,1.69656490253681,2.48751799008546,1.41426462658994,2.63842960669809,2.01268868956465,0.957804364104975,2.07941637713682,1.81053212401283,1.80166267727074,1.28062836164945,1.53675403397934,1.28062836164945,0.683001792879706,1.10987791342952,-0.625264857229341,-1.85188837628507
15,3.16918576304242,5.34054036558426,3.8676615151564,2.64785884505211,2.79659933520839,2.78496120946887,2.45645731311114,1.65718389217257,2.43626418534469,2.58282655145695,2.26050354665212,2.1825551484917,2.02665835217086,1.55896796320836,1.71486475952919,-0.458894212031635,-1.45432100351323
16,4.46650124069479,7.70626693514306,1.99232953130448,5.23939023477458,4.24915016996601,4.25691749092275,4.51557874667603,4.77518912262183,6.04290462282204,3.02701611886083,3.79075056861259,3.53803386403841,5.55976750063179,5.05433409148345,3.53803386403841,-0.207873529329178,-0.928467376656377
17,8.83900005422699,10.1928552938131,13.0874607107993,14.6170753046113,11.5670731060244,10.5024276968546,10.7089987086207,12.4276792614408,10.5961916040764,11.1607142857143,8.37830891801593,8.17270624518119,9.50912361860704,8.1213055769725,6.63068619892059,-0.249837520280402,-2.20831385530641
18,10.3484311676395,10.6101200699199,12.115454951843,12.4745501428742,11.6681093613165,10.8644845054765,10.6942160433418,13.697009066715,12.1651443479834,11.8178693209618,11.2964632802324,7.43913435527502,9.76856026450255,9.24256086564472,8.54122833383428,-0.174635440341575,-1.8072028338052
19,6.95998011434253,9.35753158166909,9.02703230213721,13.2956221142457,7.90494897714751,9.4164193867458,10.2735428822385,10.7268614602523,10.555838071903,10.5405467335762,6.58791458427987,5.5277903983038,6.20929880357413,6.81508405270332,7.5723156141148,0.0879794898422794,0.612335499772265
20,8.7719298245614,9.46780420580902,8.26638970728502,8.86212456089774,7.53044451138173,10.9479161021083,12.3424427114053,10.0161799830495,7.65374034963173,7.71372036086796,8.11267605633803,7.66197183098592,7.09859154929577,7.54929577464789,5.85915492957746,-0.332056338028169,-2.91277489498394
21,18.6662325682348,21.0961357922112,18.7237786624033,18.9387877041921,16.9763074409278,17.2513848588763,17.7857525104668,15.1314347730807,15.204508422156,16.2057824709173,14.3216467327139,13.6543298598635,13.2950053898671,11.5497151070274,12.1143678455931,-0.351000915620826,-6.5518647226417
22,26.6112732988996,23.4728538701996,24.4992400698682,26.3340895359044,21.4272618938491,29.2542470486611,25.9325291162101,25.3691915606708,23.5131720555894,20.3440855157167,20.0969381723608,22.5795011230642,22.2248492729637,20.5698073058281,19.978720888994,-0.249238446255779,-6.63255240990565
23,31.8498813717737,31.2833324981566,27.9417215521911,35.2040200719695,28.905819328028,30.9651993384707,28.0316196669844,26.1694243424496,23.9058221795994,20.7613893521754,21.2267401791868,18.1943487250172,23.7077877325982,19.3659545141282,20.7443142660234,-0.348684724320271,-11.1055671057502
24,4.58230525202679,5.35769180097492,6.3906154250197,6.89324200514812,5.65315707079492,5.72146851025096,5.87574526916098,5.77063864605314,4.89354395604396,4.27880706858928,2.81497910091274,4.26511984986778,5.97116778981489,4.86223662884927,3.75330546788365,-0.180913260585699,-0.828999784143141
25,18.9989039093898,19.3378684807256,18.7713925418843,18.9999105465605,16.9864960909737,14.7886702550075,16.0560911481157,16.4707930704274,14.7007955724663,14.4661111588352,10.5478750640041,11.6743471582181,12.3229220003414,11.1281788701144,10.68441713603,-0.437629813436265,-8.3144867733598
26,16.7126399480772,17.4576904596658,18.0256153481263,17.0699973978662,12.1807061725857,13.6555155084014,12.5369841031042,12.8325818758361,13.4638922888617,12.9191464653796,10.4739585824286,8.60873308144818,10.187000813047,8.32177531206657,8.13047013247884,-0.513513714306145,-8.5821698155984
27,23.3110295704727,26.7921184760137,25.580723686925,22.80708836233,14.2241890236675,10.4468949506674,5.68591031424131,4.64390533863358,3.82471860998798,4.46604023009039,4.03155127081507,2.97984224364592,3.85626643295355,5.08326029798422,3.15512708150745,-0.864650891031259,-20.1559024889652
28,30.3714344346399,26.4707692939076,25.8535784635588,24.2105911077371,22.5678059989332,21.9509693301877,25.6420776236974,27.486615659166,27.2798129384256,14.356912853539,21.9442165709598,24.6103363412633,28.50697292863,25.2255947497949,27.6866283839212,-0.0883990532780525,-2.68480605071861
29,12.636899747262,13.8591407332745,16.3302905954275,15.8644011188578,12.4875124875125,23.6563602407138,12.000331043615,10.3148079382762,16.8668751028468,16.4075638869519,11.8609406952965,8.1799591002045,12.678936605317,21.2678936605317,25.7668711656442,1.03901840490798,13.1299714183822
30,15.4045727257986,19.653328178362,15.204378861112,16.8553619132426,16.5892501658925,17.7394034536892,14.3512307740305,15.0359623015873,17.4065744477649,20.5131345294226,18.4086414118363,19.1693290734824,17.0394036208733,23.1249049140423,23.8855925756884,0.550552099097584,8.48101984988982
31,19.485580670304,21.2695294558251,18.1108354944188,19.2563127674976,14.7885448352234,20.8296927969804,16.2423667847085,16.1986665647008,19.3446396627515,18.9471209365686,18,17.8620689655172,16.4137931034483,22.6206896551724,22.2068965517241,0.139657931034483,2.72131588142016
32,17.2896822220443,18.9724580493443,16.9895204826929,16.9203399881399,16.4579888180172,13.3328104780205,13.9040774878925,15.871163496324,15.4978690430066,14.6644541349902,16.9126691266913,17.4507995079951,20.2183271832718,21.7558425584256,24.1389913899139,0.396150089973122,6.84930916786955
33,22.2811671087533,23.2391373632211,23.8671417934262,19.2379380125679,18.8626426362376,19.1537640149493,19.5124558965038,16.1920565249973,18.3567370564905,21.8015455618761,20.016120365395,15.3815153143471,16.6577109081139,24.5835572272972,22.2998387963461,0.000838003121721602,0.018671687592736
34,15.3836251287333,17.0556958917739,16.4057737948565,13.4729662004283,11.7594794470431,12.0659693760451,14.8760548176038,14.8663023871978,13.728975433756,11.7840522492893,9.62373855510259,11.227694980953,14.7697654213727,13.9009556907037,12.096504711622,-0.213676580754145,-3.28712041711126
35,11.8380062305296,13.3895611477482,11.4356087262491,11.2318429056399,14.0680844592026,12.8555972761408,10.8656746944828,11.4262238256024,11.2179900456456,7.51129932527811,10.9261186264308,10.0156087408949,9.49531737773153,9.75546305931321,9.49531737773153,-0.197895558354784,-2.34268885279807
36,23.6121970289289,27.6383066930766,27.2985038610039,23.7103777359553,24.9060561041685,22.0519796663564,20.2782628288177,20.9173142722575,16.7652591118502,18.5128046899105,20.0739566825145,17.0364500792393,23.1114632857898,22.4511357633386,18.4891706286318,-0.216965257151653,-5.12302640029705
37,22.4523033969288,20.8345525838357,24.7320692497939,22.989867867512,21.9413307894109,18.5996280074399,22.3402970655718,26.7363431974236,22.2602739726027,23.38893334154,22.3020691364143,23.5410729773262,28.1253871887003,21.5586668318672,18.9567587659522,-0.155687573305052,-3.49554463097663
38,27.2687127401192,24.5527884952648,24.5962300291672,24.2067951932221,17.8134523758424,23.4441602728048,25.6106337044406,25.330026065753,24.2181301933275,25.4022893165229,27.394438722966,21.9361483007209,26.2615859938208,24.7167868177137,22.2451081359423,-0.184225953460058,-5.0236046041769
39,22.8231370369159,22.5011920079946,22.3431251671657,22.1528678190502,18.383908060937,17.9389685093107,16.5538193880929,21.3316389052784,21.1437711680557,20.5682795733699,18.3468458283536,20.0587874285345,18.7990568170807,18.9282599567169,15.3751736167189,-0.326333904412445,-7.44796342019705
