"cluster","violent2000","violent2001","violent2002","violent2003","violent2004","violent2005","violent2006","violent2007","violent2008","violent2009","violent2010","violent2011","violent2012","violent2013","violent2014","pctchange14","rawchange14"
1,7.87141520339076,10.283709394471,12.52664659473,10.7035233803374,11.8450925123661,10.4095329406931,9.52401804089854,11.2650177451372,10.5442585692588,9.38818507824397,8.01614134583924,8.77958337877631,8.56145708365143,7.25269931290217,3.76267859090413,-0.521981944328983,-4.10873661248663
2,15.0494880181278,16.6955244465604,18.8064513377741,19.5277978308599,15.1216752519216,16.3556612891235,16.9076591483801,15.6149691832121,15.6586581799561,13.9692844809914,11.9675798894001,12.7274262315843,10.9544514331546,11.629870403985,8.50605766389464,-0.434794216677092,-6.54343035423316
3,26.4612954186414,28.4536321932524,24.6744865808754,22.1564356066953,19.8238690345684,23.5853286700744,25.7141850716827,24.3075379318697,22.2698218414253,19.4663057463198,17.9070149498932,23.1641202562839,20.0427139806144,19.714144898965,14.0463282405126,-0.469174580522719,-12.4149671781288
4,6.08291980150472,5.60452168579782,5.44913442595465,5.14074743352079,4.73489722185052,4.13212600433618,4.39953880696644,5.11352527435066,3.42952573138364,3.35112385852344,4.34910086004691,2.78537920250195,2.05238467552776,2.10125097732604,2.24784988272088,-0.630465310069545,-3.83506991878385
5,5.88586539281754,5.589025783491,4.91657679375753,4.97927854084157,3.55613507386389,2.36703367643367,1.66838139198621,2.42769187195274,3.20836006966725,3.56317962879304,2.97029702970297,3.09405940594059,2.66089108910891,1.98019801980198,1.98019801980198,-0.663567226287846,-3.90566737301556
6,17.4246898995865,16.4419405025694,17.7567675627367,17.188379951192,16.7981644932456,13.548236393366,14.915981075349,14.8823365268347,14.6748335305445,12.558451780175,13.9161566000693,12.6458020556646,12.5880586672826,9.52765908303499,7.10243677098972,-0.592392357515742,-10.3222531285968
7,11.6942247783369,16.4871504157218,11.6436123142844,11.3897308716818,11.0522262988631,11.6621983914209,11.5945862540228,10.7021665361524,7.85778693803942,8.8165479823669,8.07700355722955,8.28625235404896,6.11006486712701,6.61226197949362,5.44046871730488,-0.534773033661614,-6.25375606103205
8,62.7250551748171,56.4580793268967,45.1079256604717,45.7684039507445,32.3908814474852,30.2223826063422,34.5435075477564,31.4707611783315,30.3903005616637,25.7943038216902,25.3687315634218,25.4424778761062,23.8938053097345,20.1327433628319,17.2566371681416,-0.724884464110128,-45.4684180066755
9,17.318957466678,15.2212178674989,13.7128645407468,14.7589513466477,12.9031155469725,13.0098001455043,16.546071808237,16.6590813461225,12.5578434914245,9.73542056155284,9.06109768726269,10.2692440455644,8.37072833966172,7.68035899206075,6.73110113910942,-0.611344900404069,-10.5878563275686
10,1.41464948129519,2.92485494300485,1.98785025921567,1.99958408651001,2.09191555097837,0.890327802509106,1.3028042862261,1.31068040696627,0.906573481901497,1.24380172142158,0.834306691139663,1.50175204405139,0.750876022025697,0.500584014683798,1.33489070582346,-0.0563805921723492,-0.0797587754717295
