offense,year,Latitude,Longitude
ADW,2012,38.8779984,-77.0058975
ADW,2012,38.9067993,-77.0058975
ADW,2012,38.9047012,-77.0006027
ADW,2012,38.8560982,-76.9726028
ADW,2012,38.9207993,-76.9736023
ADW,2012,38.9065018,-77.0416031
ADW,2012,38.8786011,-76.9308014
ADW,2012,38.8838997,-76.9498978
ADW,2012,38.9348984,-77.0241013
ADW,2012,38.9188995,-76.9710999
ADW,2012,38.828701,-77.0020981
ADW,2012,38.9602013,-77.0198975
ADW,2012,38.8964996,-76.9150009
ADW,2012,38.8502007,-76.9832993
ADW,2012,38.9276009,-77.0310974
ADW,2012,38.9380989,-77.0287018
ADW,2012,38.8928986,-76.9291
ADW,2012,38.8344002,-77.0037994
ADW,2012,38.9631004,-77.0323029
ADW,2012,38.8818016,-76.9255981
ADW,2012,38.9012985,-76.9876022
ADW,2012,38.8841019,-76.9761963
ADW,2012,38.8857002,-76.9488983
ADW,2012,38.9118004,-76.9888992
ADW,2012,38.8552017,-76.9695969
ADW,2012,38.8776016,-76.9312973
ADW,2012,38.850399,-77.0080032
ADW,2012,38.8728981,-76.9671021
ADW,2012,38.9025993,-77.0619965
ADW,2012,38.8991013,-76.9409027
ADW,2012,38.9548988,-77.010498
ADW,2012,38.9196014,-76.973999
ADW,2012,38.9110985,-77.0291977
ADW,2012,38.9126015,-77.0338974
ADW,2012,38.8875999,-76.9384003
ADW,2012,38.9160995,-77.0229034
ADW,2012,38.9334984,-77.0251999
ADW,2012,38.9213982,-77.0318985
ADW,2012,38.8504982,-76.9781036
ADW,2012,38.9277992,-77.0429993
ADW,2012,38.9323997,-77.0236969
ADW,2012,38.905899,-76.9893036
ADW,2012,38.9804001,-77.0279007
ADW,2012,38.9202003,-77.0251999
ADW,2012,38.8470001,-76.9979019
ADW,2012,38.8483009,-76.9665985
ADW,2012,38.857399,-76.9957962
ADW,2012,38.8440018,-77.0014038
ADW,2012,38.9477997,-77.0253983
ADW,2012,38.9253998,-77.0338974
ADW,2012,38.9194984,-77.0162964
ADW,2012,38.8544006,-76.967598
ADW,2012,38.9492989,-77.0166016
ADW,2012,38.9117012,-77.0218964
ADW,2012,38.9202995,-77.0307999
ADW,2012,38.8908997,-76.9487991
ADW,2012,38.9180984,-77.026001
ADW,2012,38.8432999,-76.9968033
ADW,2012,38.8700981,-76.9822006
ADW,2012,38.9040985,-76.9721985
ADW,2012,38.8572998,-76.9744034
ADW,2012,38.9012985,-76.9972992
ADW,2012,38.925499,-77.0323029
ADW,2012,38.9062996,-76.9781036
ADW,2012,38.8851013,-76.9527969
