offense,year,Latitude,Longitude
ADW,2009,38.8939018,-76.935997
ADW,2009,38.9221992,-77.0261993
ADW,2009,38.9054985,-77.0109024
ADW,2009,38.9033012,-77.0273972
ADW,2009,38.8608017,-76.998703
ADW,2009,38.9673004,-77.0330963
ADW,2009,38.8440018,-76.9793015
ADW,2009,38.9171982,-77.0024033
ADW,2009,38.8451004,-76.9723969
ADW,2009,38.9201012,-77.001297
ADW,2009,38.8549004,-76.9710007
ADW,2009,38.8777008,-76.983902
ADW,2009,38.8848,-76.9276962
ADW,2009,38.9241982,-77.0327988
ADW,2009,38.8931999,-76.9389038
ADW,2009,38.902401,-76.975502
ADW,2009,38.9044991,-76.9313965
ADW,2009,38.9034996,-77.0632019
ADW,2009,38.8464012,-76.9788971
ADW,2009,38.9287987,-77.0189972
ADW,2009,38.8951988,-76.9291
ADW,2009,38.9131012,-77.0236969
ADW,2009,38.8633003,-76.9512024
ADW,2009,38.8992996,-76.9176025
ADW,2009,38.8268013,-77.0118027
ADW,2009,38.9057999,-76.9759979
ADW,2009,38.8268013,-77.0118027
ADW,2009,38.9037018,-76.9791031
ADW,2009,38.8499985,-76.9723969
ADW,2009,38.8289986,-76.9927979
ADW,2009,38.9062996,-76.9501038
ADW,2009,38.8885002,-76.9250031
ADW,2009,38.9217987,-76.9877014
ADW,2009,38.9132996,-77.0218964
ADW,2009,38.8977013,-76.9769974
ADW,2009,38.9822006,-77.0270004
ADW,2009,38.8465004,-77.0008011
ADW,2009,38.9599991,-76.9999008
ADW,2009,38.9295998,-77.004097
ADW,2009,38.9135017,-77.0067978
ADW,2009,38.960701,-77.0277023
ADW,2009,38.8622017,-76.9709015
ADW,2009,38.8510017,-76.9773026
ADW,2009,38.9006996,-76.9503021
ADW,2009,38.8647003,-76.9750977
ADW,2009,38.9150009,-77.0078964
ADW,2009,38.8858986,-76.9815979
ADW,2009,38.8454018,-76.9981995
ADW,2009,38.8376007,-76.9983978
ADW,2009,38.8577995,-76.9891968
ADW,2009,38.8432999,-76.9793015
ADW,2009,38.9556007,-77.0162964
ADW,2009,38.8946991,-76.9240036
ADW,2009,38.8973999,-76.9805984
ADW,2009,38.8685989,-76.9866028
ADW,2009,38.9272995,-77.0143967
ADW,2009,38.8590012,-76.9878998
ADW,2009,38.8700981,-76.9677963
ADW,2009,38.8830986,-76.9605026
ADW,2009,38.8791008,-77.014801
ADW,2009,38.9252014,-77.0351028
ADW,2009,38.9285011,-77.0335999
ADW,2009,38.8676987,-76.9819031
ADW,2009,38.8536987,-76.9720993
ADW,2009,38.9151001,-76.9858017
ADW,2009,38.9370003,-77.0214005
ADW,2009,38.9084015,-77.020401
ADW,2009,38.8536987,-76.9720993
ADW,2009,38.8294983,-77.0022964
ADW,2009,38.8423996,-76.9871979
ADW,2009,38.9030991,-76.9244995
ADW,2009,38.9177017,-77.0242004
ADW,2009,38.9444008,-77.0439987
ADW,2009,38.8359985,-76.9847031
ADW,2009,38.8499985,-76.9738998
