offense,year,Latitude,Longitude
Robbery,2000,38.9216995,-76.9849014
Robbery,2000,38.9067001,-77.0559006
Robbery,2000,38.8973007,-77.0019989
Robbery,2000,38.8652,-76.9748001
Robbery,2000,38.8922005,-76.982399
Robbery,2000,38.9263,-76.9922028
Robbery,2000,38.8646011,-76.9773026
Robbery,2000,38.9453011,-76.990303
Robbery,2000,38.9182014,-77.0035019
Robbery,2000,38.9182014,-77.0457001
Robbery,2000,38.9071999,-77.0345993
Robbery,2000,38.9263,-76.9922028
Robbery,2000,38.9182014,-77.0035019
Robbery,2000,38.9003983,-77.0066986
Robbery,2000,38.8596992,-76.9676971
Robbery,2000,38.9146004,-77.0241013
Robbery,2000,38.8973007,-77.0091019
Robbery,2000,38.8916016,-76.9206009
Robbery,2000,38.9146996,-77.0093994
Robbery,2000,38.9225998,-77.036499
Robbery,2000,38.9104996,-77.0382004
Robbery,2000,38.8703003,-76.9445038
Robbery,2000,38.9707985,-77.0211029
Robbery,2000,38.8460999,-76.9826965
Robbery,2000,38.8404999,-76.9916992
Robbery,2000,38.9075012,-76.9432983
Robbery,2000,38.9202995,-77.0348969
Robbery,2000,38.9057999,-77.0261002
Robbery,2000,38.9380989,-77.0289993
Robbery,2000,38.9323006,-77.0218964
Robbery,2000,38.9141998,-77.0190964
Robbery,2000,38.9085007,-77.0218964
Robbery,2000,38.8936996,-77.0076981
Robbery,2000,38.8521004,-76.9890976
Robbery,2000,38.8973007,-77.0047989
Robbery,2000,38.9286003,-76.9772034
Robbery,2000,38.9210014,-77.0353012
Robbery,2000,38.9081001,-77.0267029
Robbery,2000,38.8963013,-76.9963989
Robbery,2000,38.9006996,-77.0254974
Robbery,2000,38.8372993,-76.9897003
Robbery,2000,38.8554993,-76.9625015
Robbery,2000,38.9499016,-77.0233994
Robbery,2000,38.9417,-77.024498
Robbery,2000,38.9355011,-77.0540009
Robbery,2000,38.9528999,-77.0255966
Robbery,2000,38.9110985,-77.0270004
Robbery,2000,38.9070015,-77.0594025
Robbery,2000,38.9323006,-77.0367966
Robbery,2000,38.9305992,-77.0350037
Robbery,2000,38.8740005,-76.9654999
Robbery,2000,38.9341011,-77.0388031
Robbery,2000,38.896801,-77.0076981
Robbery,2000,38.8991013,-76.9796982
Robbery,2000,38.9164009,-77.0399017
