offense,year,Latitude,Longitude
Robbery,2010,38.9319,-77.0251999
Robbery,2010,38.862999,-76.9803009
Robbery,2010,38.9290009,-77.0221024
Robbery,2010,38.9375992,-77.0310974
Robbery,2010,38.9169998,-77.001297
Robbery,2010,38.9095993,-77.0208969
Robbery,2010,38.8814011,-76.9828033
Robbery,2010,38.9175987,-77.0280991
Robbery,2010,38.9163017,-77.0257034
Robbery,2010,38.8903008,-76.9316025
Robbery,2010,38.8960991,-76.9845963
Robbery,2010,38.8900986,-76.9529037
Robbery,2010,38.9804001,-77.0264969
Robbery,2010,38.8400993,-76.9994965
Robbery,2010,38.9126015,-77.0332031
Robbery,2010,38.9047012,-77.0058975
Robbery,2010,38.9171982,-76.9801025
Robbery,2010,38.9387016,-77.0326996
Robbery,2010,38.9155998,-77.0332031
Robbery,2010,38.9247017,-77.043602
Robbery,2010,38.9192009,-77.0417023
Robbery,2010,38.8497009,-76.982399
Robbery,2010,38.9067001,-76.9271011
Robbery,2010,38.9054985,-77.014801
Robbery,2010,38.9497986,-76.989502
Robbery,2010,38.8753014,-76.990303
Robbery,2010,38.9556999,-77.0279999
Robbery,2010,38.9001999,-76.9944
Robbery,2010,38.9562988,-77.0249023
Robbery,2010,38.8652,-76.9896011
Robbery,2010,38.8669014,-76.9860992
Robbery,2010,38.8628998,-76.9722977
Robbery,2010,38.8628998,-76.9800034
Robbery,2010,38.8653984,-76.9876022
Robbery,2010,38.9147987,-77.0296021
Robbery,2010,38.8964005,-77.0084
Robbery,2010,38.9241982,-76.986702
Robbery,2010,38.906601,-76.9337997
Robbery,2010,38.8244019,-76.998703
Robbery,2010,38.8894005,-76.9139023
Robbery,2010,38.9030991,-76.9761963
Robbery,2010,38.8605003,-76.9971008
Robbery,2010,38.8628998,-76.9722977
Robbery,2010,38.9375992,-77.0261993
Robbery,2010,38.8951988,-77.0289001
Robbery,2010,38.9273987,-77.0341034
Robbery,2010,38.9564018,-77.023201
Robbery,2010,38.8700981,-76.9822006
Robbery,2010,38.9079018,-76.9317017
Robbery,2010,38.9249001,-77.0413971
Robbery,2010,38.8945007,-76.9477005
Robbery,2010,38.8586998,-76.9877014
Robbery,2010,38.9602013,-77.0317001
Robbery,2010,38.9351006,-77.0429993
Robbery,2010,38.8672981,-76.9878006
Robbery,2010,38.9145012,-77.036499
Robbery,2010,38.960701,-77.0289993
Robbery,2010,38.9290009,-77.0246964
Robbery,2010,38.9682999,-77.0334015
Robbery,2010,38.9295006,-77.0233002
Robbery,2010,38.9440002,-77.0326996
Robbery,2010,38.9104996,-76.9389038
Robbery,2010,38.9071999,-77.0270004
Robbery,2010,38.9030991,-76.9761963
Robbery,2010,38.8949013,-76.9962006
Robbery,2010,38.857399,-76.9694977
Robbery,2010,38.8414001,-76.9937973
Robbery,2010,38.9015999,-76.9307022
Robbery,2010,38.9095993,-77.0384979
Robbery,2010,38.905201,-77.0575027
Robbery,2010,38.8478012,-76.9719009
Robbery,2010,38.9460983,-76.9781036
Robbery,2010,38.8602982,-76.9657974
Robbery,2010,38.8885002,-76.9369965
Robbery,2010,38.8507996,-76.9747009
Robbery,2010,38.9137993,-77.0177994
Robbery,2010,38.9126015,-77.0151978
Robbery,2010,38.9104004,-77.0140991
Robbery,2010,38.9222984,-77.0389023
Robbery,2010,38.8232994,-76.9996033
Robbery,2010,38.9040985,-76.9263
Robbery,2010,38.9147987,-77.0296021
Robbery,2010,38.8787003,-76.9344025
Robbery,2010,38.911499,-76.9380035
Robbery,2010,38.9009018,-76.9459
Robbery,2010,38.9062996,-77.0006027
Robbery,2010,38.9264984,-77.0243988
Robbery,2010,38.8823013,-76.9313965
Robbery,2010,38.9025993,-76.9898987
Robbery,2010,38.9263,-77.0422974
Robbery,2010,38.9224014,-77.001297
Robbery,2010,38.9110985,-77.0111008
Robbery,2010,38.8465996,-76.9757004
Robbery,2010,38.8434982,-76.9872971
Robbery,2010,38.9061012,-76.933197
Robbery,2010,38.9319992,-77.0389023
Robbery,2010,38.8933983,-76.9392014
Robbery,2010,38.8978996,-76.9705963
Robbery,2010,38.8973007,-77.0280991
Robbery,2010,38.8278008,-76.9971008
Robbery,2010,38.821701,-77.0007019
Robbery,2010,38.8536987,-76.9646988
Robbery,2010,38.9071999,-77.047699
Robbery,2010,38.8325996,-77.0065002
Robbery,2010,38.9067993,-77.0105972
Robbery,2010,38.8636017,-76.9826965
Robbery,2010,38.9037018,-76.9934998
Robbery,2010,38.8307991,-76.992897
Robbery,2010,38.8835983,-76.9309998
Robbery,2010,38.9152985,-77.0185013
Robbery,2010,38.892601,-76.9521027
Robbery,2010,38.8944016,-76.9496002
Robbery,2010,38.9048996,-77.0189972
Robbery,2010,38.9207993,-76.9695969
Robbery,2010,38.9337006,-77.0239029
Robbery,2010,38.9337006,-77.0239029
Robbery,2010,38.8863983,-76.9360962
Robbery,2010,38.9081001,-77.0570984
Robbery,2010,38.8865013,-77.0006027
Robbery,2010,38.9152985,-77.0142975
Robbery,2010,38.9163017,-77.0074997
Robbery,2010,38.9346008,-76.9899979
Robbery,2010,38.8903999,-76.933403
Robbery,2010,38.9025002,-77.0175018
Robbery,2010,38.8927002,-76.9509964
Robbery,2010,38.9026985,-76.9272995
Robbery,2010,38.8599014,-76.9714966
Robbery,2010,38.907299,-76.9348984
Robbery,2010,38.8844986,-76.9297028
Robbery,2010,38.8941994,-76.9901962
Robbery,2010,38.821701,-77.0007019
Robbery,2010,38.9056015,-77.0208969
Robbery,2010,38.898201,-76.990303
Robbery,2010,38.9084015,-77.0332031
Robbery,2010,38.9215012,-77.035202
Robbery,2010,38.919899,-77
Robbery,2010,38.9099007,-76.9985962
Robbery,2010,38.9071999,-77.0289001
Robbery,2010,38.8964005,-77.0084
Robbery,2010,38.9273987,-77.0341034
Robbery,2010,38.9079018,-77.0270004
Robbery,2010,38.907299,-77.0090027
Robbery,2010,38.9431,-77.0207977
Robbery,2010,38.9604988,-77.0018997
Robbery,2010,38.9528999,-77.0266037
Robbery,2010,38.9346008,-77.0310974
Robbery,2010,38.8432999,-76.9968033
Robbery,2010,38.9001999,-76.9848022
Robbery,2010,38.9175987,-77.0006027
Robbery,2010,38.9042015,-76.9908981
Robbery,2010,38.9253998,-77.0257034
Robbery,2010,38.8981018,-76.998497
Robbery,2010,38.9056015,-77.009697
Robbery,2010,38.9450989,-77.0251999
