offense,year,Latitude,Longitude
Robbery,2014,38.8484993,-77.0037994
Robbery,2014,38.9193001,-77.0406036
Robbery,2014,38.9056015,-77.0230026
Robbery,2014,38.882,-76.9950027
Robbery,2014,38.9044991,-77.0112
Robbery,2014,38.9328003,-77.0326996
Robbery,2014,38.9311981,-77.0354004
Robbery,2014,38.9192009,-77.0333023
Robbery,2014,38.8566017,-76.9914017
Robbery,2014,38.8888016,-76.9521027
Robbery,2014,38.8923988,-76.9108963
Robbery,2014,38.9528999,-77.0276031
Robbery,2014,38.9117012,-77.0218964
Robbery,2014,38.9076004,-77.0090027
Robbery,2014,38.960701,-77.0198975
Robbery,2014,38.8867989,-76.9950027
Robbery,2014,38.9434013,-77.0033035
Robbery,2014,38.9192009,-77.0105972
Robbery,2014,38.9168015,-77.0167007
Robbery,2014,38.9255981,-76.9972992
Robbery,2014,38.9548988,-77.0177002
Robbery,2014,38.8987999,-76.9464035
Robbery,2014,38.9249001,-77.0391998
Robbery,2014,38.8991013,-76.9409027
Robbery,2014,38.8988991,-76.9873962
Robbery,2014,38.8623009,-76.9932022
Robbery,2014,38.8662987,-76.9826965
Robbery,2014,38.8498001,-76.9667969
Robbery,2014,38.8516998,-76.9713974
Robbery,2014,38.9019012,-77.0417023
Robbery,2014,38.8244019,-77.009697
Robbery,2014,38.8311005,-77.0046997
Robbery,2014,38.9178009,-77.0218964
Robbery,2014,38.9338989,-77.0329971
Robbery,2014,38.8652992,-76.9505997
Robbery,2014,38.9353981,-76.9797974
Robbery,2014,38.8837013,-76.9431
Robbery,2014,38.8666992,-76.9848022
Robbery,2014,38.964901,-77.0782013
Robbery,2014,38.8848,-77.026001
Robbery,2014,38.8922997,-76.9392014
Robbery,2014,38.9314995,-77.0567017
Robbery,2014,38.8919983,-76.9514999
Robbery,2014,38.9000015,-76.9484024
Robbery,2014,38.9320984,-77.0186005
Robbery,2014,38.8376007,-76.9983978
Robbery,2014,38.8661003,-76.9813995
Robbery,2014,38.9566002,-77.0093002
Robbery,2014,38.8581009,-76.9700012
Robbery,2014,38.8604012,-76.9882965
Robbery,2014,38.9552002,-77.0342026
Robbery,2014,38.906601,-76.927002
Robbery,2014,38.8488007,-76.9794998
Robbery,2014,38.9104004,-77.0354996
Robbery,2014,38.9057007,-77.0128021
Robbery,2014,38.8666992,-76.9848022
Robbery,2014,38.8418007,-76.9919968
Robbery,2014,38.8960991,-76.9908981
Robbery,2014,38.9500999,-77.0067978
Robbery,2014,38.9431992,-77.0639038
Robbery,2014,38.9538994,-77.0134964
Robbery,2014,38.9141006,-77.0141983
Robbery,2014,38.889801,-76.9580994
Robbery,2014,38.9169998,-77.0289001
Robbery,2014,38.9118004,-76.9347992
Robbery,2014,38.9192009,-76.9850998
Robbery,2014,38.949501,-77.0220032
Robbery,2014,38.8507004,-76.9766006
Robbery,2014,38.9165001,-77.0223999
Robbery,2014,38.9668007,-77.0348969
Robbery,2014,38.9063988,-76.9529037
Robbery,2014,38.8582993,-76.9882965
Robbery,2014,38.8904991,-76.9324036
